[S]	-118	166	717
[S]	-118	200	751
[S]	-85	200	751
[G]	2012-08-24 15:50:14	N39.810613	W86.158966	49	4
[S]	-85	184	733
[S]	-67	166	733
[S]	-118	184	733
[S]	-118	166	717
[S]	-100	166	733
[S]	-85	200	751
[S]	-85	166	733
[S]	-100	166	717
[S]	-100	166	733
[S]	-67	184	733
[G]	2012-08-24 15:50:15	N39.810741	W86.158960	49	4
[S]	-118	218	733
[S]	-85	184	733
[S]	-100	166	751
[S]	-100	184	751
[S]	-67	184	733
[S]	-118	184	733
[S]	-85	200	766
[S]	-118	200	751
[S]	-33	184	717
[S]	-118	166	751
[G]	2012-08-24 15:50:16	N39.810868	W86.158956	49	3
[S]	-100	233	699
[S]	-200	166	766
[S]	-151	200	766
[S]	-100	218	733
[S]	-51	218	733
[S]	-100	166	699
[S]	-100	218	699
[S]	-85	184	733
[S]	-118	151	717
[S]	-85	200	751
[G]	2012-08-24 15:50:17	N39.810998	W86.158956	50	3
[S]	-100	200	800
[S]	-100	218	766
[S]	-133	166	733
[S]	-118	200	751
[S]	-51	184	818
[S]	-67	218	600
[S]	-118	166	666
[S]	-85	118	733
[S]	-85	184	800
[S]	-33	200	818
[G]	2012-08-24 15:50:18	N39.811123	W86.158948	49	3
[S]	-67	184	766
[S]	-85	184	699
[S]	-118	200	699
[S]	-100	184	717
[S]	-100	200	733
[S]	-85	200	751
[S]	-100	166	717
[S]	-100	151	684
[S]	-67	184	800
[S]	-85	184	751
[G]	2012-08-24 15:50:19	N39.811256	W86.158941	51	3
[S]	-133	200	717
[S]	-100	233	717
[S]	-85	133	699
[S]	-85	166	699
[S]	-85	218	733
[S]	-100	184	766
[S]	-51	200	717
[S]	-133	200	751
[S]	-118	218	766
[S]	-100	200	733
[G]	2012-08-24 15:50:20	N39.811388	W86.158938	51	3
[S]	-85	184	751
[S]	-100	184	766
[S]	-151	233	751
[S]	-85	200	751
[S]	-85	184	751
[S]	-100	184	851
[S]	-85	218	699
[S]	-85	151	733
[S]	-85	200	733
[S]	-100	200	733
[G]	2012-08-24 15:50:21	N39.811518	W86.158938	51	3
[S]	-100	251	800
[S]	-100	200	751
[S]	-100	166	699
[S]	-67	184	717
[S]	-100	218	717
[S]	-18	184	717
[S]	-133	218	751
[S]	-118	184	751
[S]	-118	200	699
[S]	-118	218	766
[G]	2012-08-24 15:50:22	N39.811660	W86.158953	51	2
[S]	-100	218	717
[S]	-133	200	717
[S]	-100	151	717
[S]	-100	166	717
[S]	-133	166	751
[S]	-100	184	751
[S]	-133	151	717
[S]	-100	151	766
[S]	-166	233	717
[S]	-85	251	818
[G]	2012-08-24 15:50:24	N39.811953	W86.158986	54	1
[S]	-67	285	766
[S]	-67	218	699
[S]	-67	233	784
[S]	-85	233	766
[S]	-100	233	751
[S]	-100	251	717
[S]	-118	233	717
[S]	-100	251	733
[S]	-85	233	751
[S]	-133	233	766
[G]	2012-08-24 15:50:25	N39.812096	W86.159000	54	0
[S]	-51	218	733
[S]	-85	233	666
[S]	-85	166	717
[S]	-133	233	800
[S]	-51	251	751
[S]	-85	200	699
[S]	-100	151	717
[S]	-118	233	751
[S]	-100	233	784
[S]	-100	233	717
[G]	2012-08-24 15:50:26	N39.812243	W86.159008	55	1
[S]	-100	218	733
[S]	-85	251	733
[S]	-33	233	751
[S]	-33	218	684
[S]	-33	251	717
[S]	-18	218	766
[S]	-33	218	733
[S]	-51	218	684
[S]	-51	200	699
[S]	-33	251	766
[G]	2012-08-24 15:50:27	N39.812390	W86.159010	57	2
[S]	-85	251	717
[S]	-118	233	699
[S]	-67	218	699
[S]	-67	218	751
[S]	-118	233	784
[S]	-85	233	784
[S]	-67	233	717
[S]	-33	200	733
[S]	-51	233	751
[S]	-67	251	751
[G]	2012-08-24 15:50:28	N39.812545	W86.159021	59	0
[S]	-51	218	666
[S]	-51	267	618
[S]	-18	151	751
[S]	-166	184	885
[S]	-85	251	800
[S]	-18	267	818
[S]	-33	151	684
[S]	-100	200	666
[S]	-33	251	733
[S]	-367	200	666
[G]	2012-08-24 15:50:29	N39.812708	W86.159030	62	0
[S]	33	184	533
[S]	-233	166	717
[S]	-118	100	766
[S]	-184	184	766
[S]	-151	233	751
[S]	-166	151	699
[S]	-133	166	717
[S]	-118	166	751
[S]	-166	166	684
[S]	-166	166	699
[G]	2012-08-24 15:50:30	N39.812873	W86.159030	63	2
[S]	-166	184	666
[S]	-184	166	733
[S]	-85	151	833
[S]	-151	200	684
[S]	-85	184	766
[S]	-151	166	733
[S]	-166	184	651
[S]	-151	166	717
[S]	-133	166	717
[S]	-100	218	699
[G]	2012-08-24 15:50:31	N39.813036	W86.159035	63	1
[S]	-100	166	784
[S]	-184	151	751
[S]	-200	184	751
[S]	-166	151	717
[S]	-200	184	733
[S]	-184	133	684
[S]	-100	166	751
[S]	-166	184	751
[S]	-118	166	766
[S]	-100	166	733
[G]	2012-08-24 15:50:32	N39.813198	W86.159038	63	0
[S]	-133	200	699
[S]	-151	184	766
[S]	-118	184	666
[S]	-118	151	684
[S]	-118	133	717
[S]	-118	166	733
[S]	-133	166	717
[S]	-133	166	733
[S]	-166	151	717
[S]	-151	166	717
[G]	2012-08-24 15:50:33	N39.813358	W86.159038	61	0
[S]	-133	151	699
[S]	-133	166	717
[S]	-133	151	733
[S]	-166	133	733
[S]	-133	151	717
[S]	-166	133	751
[S]	-118	151	766
[S]	-133	151	733
[S]	-118	133	717
[S]	-151	151	717
[G]	2012-08-24 15:50:34	N39.813513	W86.159038	61	0
[S]	-151	166	784
[S]	-151	184	733
[S]	-100	133	699
[S]	-133	166	733
[S]	-133	166	733
[S]	-133	184	699
[S]	-100	200	699
[S]	-133	166	699
[S]	-100	166	699
[S]	-51	218	885
[G]	2012-08-24 15:50:35	N39.813665	W86.159038	60	0
[S]	-166	133	633
[S]	-166	218	733
[S]	-133	184	766
[S]	-133	200	751
[S]	-151	184	699
[S]	-133	218	733
[S]	-133	251	733
[S]	-118	251	733
[S]	-85	251	717
[S]	-118	251	766
[G]	2012-08-24 15:50:36	N39.813816	W86.159038	59	0
[S]	-100	251	751
[S]	-67	251	733
[S]	-67	251	717
[S]	-100	267	699
[S]	-100	218	684
[S]	-151	218	699
[S]	-166	233	733
[S]	-100	251	766
[S]	-118	233	733
[S]	-133	233	717
[G]	2012-08-24 15:50:37	N39.813968	W86.159041	60	0
[S]	-100	218	717
[S]	-133	233	733
[S]	-118	233	717
[S]	-100	218	751
[S]	-133	200	717
[S]	-151	218	733
[S]	-133	184	766
[S]	-118	151	733
[S]	-133	200	733
[S]	-33	100	851
[G]	2012-08-24 15:50:38	N39.814130	W86.159046	63	0
[S]	-118	0	784
[S]	-133	184	766
[S]	-133	200	751
[S]	-166	118	651
[S]	-151	100	699
[S]	-118	166	733
[S]	-118	218	733
[S]	-100	233	733
[S]	-67	233	784
[S]	-133	200	733
[G]	2012-08-24 15:50:39	N39.814293	W86.159048	64	0
[S]	-118	251	751
[S]	-100	267	751
[S]	-118	200	666
[S]	-133	200	699
[S]	-151	218	733
[S]	-118	218	784
[S]	-85	218	733
[S]	-100	166	733
[S]	-133	200	699
[S]	-233	285	651
[G]	2012-08-24 15:50:40	N39.814460	W86.159056	65	359
[S]	-251	151	766
[S]	-33	118	717
[S]	-133	285	918
[S]	-133	166	733
[S]	-151	151	584
[S]	-133	151	651
[S]	-166	218	766
[S]	-67	200	851
[S]	-133	184	733
[S]	-151	166	717
[G]	2012-08-24 15:50:41	N39.814626	W86.159060	66	359
[S]	-133	166	666
[S]	-133	200	766
[S]	-85	200	766
[S]	-100	184	684
[S]	-33	166	751
[S]	-133	133	751
[S]	-51	200	751
[S]	-100	200	751
[S]	-133	184	717
[S]	-100	184	766
[G]	2012-08-24 15:50:42	N39.814795	W86.159063	66	0
[S]	-85	184	751
[S]	-118	233	733
[S]	-118	184	699
[S]	-118	200	733
[S]	-100	200	751
[S]	-100	200	666
[S]	-118	184	784
[S]	-133	133	784
[S]	-133	218	733
[S]	-85	133	699
[G]	2012-08-24 15:50:43	N39.814965	W86.159066	67	0
[S]	-100	118	733
[S]	-118	166	733
[S]	-218	184	699
[S]	-118	118	717
[S]	-133	166	751
[S]	-151	133	733
[S]	-118	100	751
[S]	-133	133	784
[S]	-166	133	633
[S]	-151	151	733
[G]	2012-08-24 15:50:44	N39.815136	W86.159068	67	0
[S]	-151	166	684
[S]	-166	184	633
[S]	-100	67	800
[S]	-100	118	800
[S]	-67	200	951
[S]	-118	218	733
[S]	-151	166	666
[S]	-218	151	584
[S]	-133	200	751
[S]	-100	151	818
[G]	2012-08-24 15:50:45	N39.815306	W86.159075	66	0
[S]	-100	200	766
